gameID,team,FG,FGA,3P,3PA,FT,FTA,ORB,TOV,DRB,POSS,EFGP,NTOVP,ORBP,NFTP,fourFactorScore
202002250TOR,Toronto Raptors,32,91,18,52,15,21,9,16,34,106.4,-0.022810522810522815,0.02819548872180451,-0.023809523809523808,-0.19230769230769232,-0.02913029952503637
202002260ATL,Atlanta Hawks,42,94,13,36,23,25,9,9,33,104,-0.05116550116550117,0.009615384615384609,-0.09510869565217389,0.06468085106382979,-0.04812099794285272
202002260CHO,Charlotte Hornets,39,83,10,30,19,25,10,14,27,97,-0.06061946902654869,-0.010309278350515483,-0.06858974358974362,0.09950389794472003,-0.05410994616909736
202002260CLE,Cleveland Cavaliers,41,78,11,24,15,17,9,18,39,93.8,0.12123668364983786,0.10660980810234542,0.1110372340425532,0.09118409680207434,0.11937833894008817
202002260HOU,Houston Rockets,52,93,23,50,13,15,9,18,35,108,0.10732125017839306,0.037037037037037035,-0.13596491228070173,0.019414575866188763,0.09093783295153658
202002260MIA,Miami Heat,41,78,11,26,33,43,8,21,35,108.2,0.04200589556428974,0.04621072088724584,0.09722222222222221,0.22527472527472528,0.05213951333883335
202002260PHO,Phoenix Suns,34,87,9,34,15,18,14,16,34,96.2,-0.04247391952309987,0.010395010395010368,0.04126984126984126,0.00574712643678163,-0.03582920034587645
202002260SAS,San Antonio Spurs,39,92,11,33,14,19,13,15,42,101.6,0.016305343511450354,0,0.14851898206090947,-0.08038422649140545,0.018885389203694578
202002260UTA,Utah Jazz,40,89,12,40,11,15,13,9,28,91,-0.10250176180408738,0.010989010989010978,0.027590090090090058,-0.031166399143927243,-0.09200884697504112
202002260WAS,Washington Wizards,41,96,15,39,13,16,9,11,30,104.4,0.025925925925925963,-0.06704980842911876,-0.15333333333333332,-0.14044540229885058,0.009378352490421493
202002270GSW,Golden State Warriors,34,80,9,32,9,10,5,26,32,105,-0.09375,0.09523809523809523,-0.07804878048780489,-0.09204545454545456,-0.09100687625382749
202002270IND,Indiana Pacers,40,90,8,25,18,23,13,11,35,97.2,2.557544757033625e-4,-0.030864197530864182,0.048611111111111105,0.09887640449438204,0.006307148788155222
202002270OKC,Oklahoma City Thunder,41,84,9,26,21,29,10,9,27,94.6,0.04062049062049061,-0.06342494714587739,-0.07513416815742399,0.09615384615384615,0.03601363752526543
202002270PHI,Philadelphia 76ers,45,91,15,31,10,13,11,6,33,91.2,-0.0036343952984844163,-0.021929824561403508,0.05400696864111501,-0.05878458890507082,-0.0031412891383970918
202002280ATL,Atlanta Hawks,50,97,19,39,22,30,15,8,37,102,0.06793478260869568,-0.02941176470588236,0.16699604743083005,0.05289108023307934,0.07131263228163195
202002280LAC,Los Angeles Clippers,48,89,18,39,18,20,11,10,35,96,0.053071120689655193,-0.04166666666666667,0.026463963963964,0.07037905914310408,0.05148570251794537
202002280MEM,Memphis Grizzlies,39,91,8,30,15,20,10,12,42,101,0.01816259850086488,0.0297029702970297,0.044081632653061226,-0.021978021978021983,0.01796832910728087
202002280MIA,Miami Heat,41,79,17,35,27,36,6,9,34,96.4,0.05734485467399847,-0.020746887966804975,0.056899004267425335,0.13939119951778178,0.05982349852101311
202002280MIL,Milwaukee Bucks,50,100,21,45,12,14,14,17,52,108.6,0.13152709359605913,0.027624309392265206,0.22339181286549709,-0.03384615384615386,0.12846637181980458
202002280NOP,New Orleans Pelicans,48,88,9,23,11,15,12,16,37,98,0.08805233805233803,0.020408163265306117,0.1205673758865248,0.05131578947368422,0.0875321862530309
202002280ORL,Orlando Magic,53,98,12,40,18,22,10,15,44,111.8,0.03544990094880618,0,0.1502702702702703,0.015252416756176168,0.04002852103768613
202002280PHO,Phoenix Suns,45,75,9,23,12,17,5,18,33,94.8,0.09116761458681827,0.08438818565400845,-0.0402504472271914,0.026666666666666672,0.08194887928998361
202002280TOR,Toronto Raptors,33,95,10,43,20,29,14,5,31,97.6,-0.09963768115942029,-0.12295081967213115,-0.03239656518345044,-0.02024291497975711,-0.09333296609856237
202002280UTA,Utah Jazz,44,89,19,37,22,30,15,15,39,101,0.03941798941798941,0.0396039603960396,0.09883720930232559,0.09412978674615913,0.044579282015113506
202002290ATL,Atlanta Hawks,46,84,18,42,19,22,5,18,31,105.8,0.01847514962269059,0.009451795841209837,-0.1483957219251337,0.0666160081053698,0.011967006846791738
202002290BOS,Boston Celtics,39,100,13,42,19,25,14,14,40,110,0.003429071158980057,-0.018181818181818188,0.023776223776223737,0.04714285714285715,0.005978871335789343
202002290CLE,Cleveland Cavaliers,41,85,5,22,17,20,6,13,30,100,-0.05709430756159728,0,-0.043859649122807015,0.0735632183908046,-0.05063533052594572
202002290MEM,Memphis Grizzlies,43,95,10,31,9,11,15,7,36,91.4,0.04898516783762685,-0.07658643326039387,0.053842813721233174,0.014277071990320633,0.04658401028693472
202002290MIA,Miami Heat,41,91,14,38,20,24,10,6,35,96.6,0.002862254025044697,-0.041407867494824016,0.03134479271991911,0.022105801175568623,0.004613421630610687
202002290NYK,New York Knicks,47,85,8,20,23,33,17,16,33,97.2,0.08652073732718896,0.0823045267489712,0.1768507638072856,0.09081295439524123,0.09116676522813369
202002290PHO,Phoenix Suns,34,83,12,29,19,23,8,19,32,103.2,-0.031746031746031744,0.0872093023255814,-0.10707070707070704,-0.04694640631491484,-0.0349307271543047
202002290SAS,San Antonio Spurs,44,84,14,31,12,16,4,17,27,103.4,0.04265181458857348,-0.009671179883945863,-0.15598455598455602,-0.047619047619047616,0.028585931626886964
202003010CHO,Charlotte Hornets,34,96,8,35,9,10,12,10,35,98,-0.036194850562815406,-0.06122448979591835,-0.09310344827586206,-0.09015804597701149,-0.04144910465736661
202003010DEN,Denver Nuggets,47,83,18,36,21,30,7,16,34,104,0.1083835108846688,0.048076923076923087,0.009523809523809545,-0.03912278326790308,0.0969372081724455
202003010GSW,Golden State Warriors,42,89,9,28,17,24,18,21,34,101.6,-0.04899267399267404,0.07874015748031499,0.2547735951991271,-0.1016716908742121,-0.03463419289361561
202003010LAC,Los Angeles Clippers,45,76,13,24,33,41,6,10,31,96.4,0.09108695652173915,0.01037344398340248,-0.062084257206208415,0.2973684210526316,0.09087251929119411
202003010MIN,Minnesota Timberwolves,36,99,13,42,6,15,14,13,43,104,-0.06798454535831483,-0.009615384615384609,0.09630102040816327,-0.06705351386202449,-0.05914933420271001
202003010NOP,New Orleans Pelicans,40,95,7,32,27,33,15,16,37,109.2,-0.08551061799093296,0.027472527472527486,0.19379844961240308,0.1914270211611503,-0.05933782759004822
202003010SAC,Sacramento Kings,37,91,9,35,23,26,17,10,34,94.4,-0.014897215716887846,-0.0423728813559322,0.15619136960600374,0.052747252747252726,-0.003911764368568087
202003020ATL,Atlanta Hawks,32,99,9,35,15,16,16,17,27,106.4,-0.15503129513721714,0.028195488721804524,-0.08339889850511412,-0.07674571805006586,-0.14648598438353572
202003020CHI,Chicago Bulls,44,94,10,36,11,17,12,14,30,102.8,0.011843711843711857,-0.019455252918287924,0.02454991816693941,-0.06155015197568389,0.00923027795947741
202003020CLE,Cleveland Cavaliers,42,91,17,41,12,18,11,6,25,93.2,-0.07710166177908112,-0.09656652360515022,-0.02242424242424243,-0.01271018138488017,-0.07198678021383184
202003020MIA,Miami Heat,37,86,18,37,13,18,6,9,40,96.2,0.053150406504064995,-0.041580041580041596,-0.03623188405797101,0.011627906976744179,0.0460730875140293
202003020NYK,New York Knicks,47,97,12,30,19,30,20,17,45,106,0.09065616797900261,0.047169811320754707,0.28383921246923705,-0.07008115814871682,0.09345096359182309
202003020ORL,Orlando Magic,37,96,14,43,19,22,11,6,28,99.8,-0.1545276175753612,-0.0501002004008016,0.027233115468409563,0.016098484848484834,-0.13757026265447322
202003020SAS,San Antonio Spurs,40,77,16,32,15,19,3,14,30,95.6,0.013761467889908285,0.010460251046025104,-0.08558558558558557,-0.10006660006660006,0.004207980329434428
202003030BOS,Boston Celtics,44,103,15,49,17,23,13,15,29,114.2,0.0032453196750265034,-0.04378283712784589,-0.19063180827886714,-0.12495145631067958,-0.012046689330125147
202003030CHO,Charlotte Hornets,39,82,12,29,13,18,14,17,32,92.2,0.017012548262548277,0.07592190889370933,0.1835686777920411,-0.053963414634146334,0.023090409829466748
202003030DEN,Denver Nuggets,39,87,3,20,19,26,19,15,34,93.4,-0.036129473444267146,0.04282655246252677,0.2595499738356881,0.04765909728062798,-0.017204397992205637
202003030LAL,Los Angeles Lakers,46,86,13,33,15,18,10,13,33,96.2,0.07317647058823529,-0.02079002079002079,-0.016666666666666663,-0.002051983584131334,0.06473551064481296
202003030NOP,New Orleans Pelicans,52,100,14,39,16,27,13,15,31,112.8,-0.041188423307155775,-0.008865248226950367,0.04498644986449862,-0.015257731958762871,-0.03551922024383528
202003030OKC,Oklahoma City Thunder,34,81,9,28,17,26,8,13,35,96.4,-0.00928899082568807,0.04149377593360995,0.03970504821327284,-0.052028218694885386,-0.008041030320914938
202003030PHO,Phoenix Suns,39,85,15,39,21,25,6,18,29,107,-0.016666666666666663,0.028037383177570097,-0.10047846889952153,-0.09015047879616961,-0.023349568765047155
202003030SAC,Sacramento Kings,50,89,13,29,20,24,8,15,34,105.6,0.0635593220338983,0.009469696969696989,0.16066066066066068,-0.12528089887640448,0.060319883878182295
202003040BRK,Brooklyn Nets,30,90,7,42,12,17,13,13,29,96.8,-0.1142676767676768,0.020661157024793375,-0.1422379826635146,0.013333333333333336,-0.10921286332050359
202003040CLE,Cleveland Cavaliers,39,89,13,38,15,20,17,12,33,92,-0.03397366277491176,0.010869565217391297,0.03814602132895817,-0.07564672066893127,-0.03158616860555601
202003040DAL,Dallas Mavericks,44,95,22,50,17,24,6,16,43,114.6,0.01368534482758621,0.017452006980802792,-0.1190858059342422,0.12631578947368421,0.011589671696870876
202003040DET,Detroit Pistons,40,86,18,43,9,15,9,17,27,100,-0.13530655391120505,0.03,0.1560344827586207,-0.05534883720930232,-0.11588812787052562
202003040MIA,Miami Heat,41,79,22,44,12,15,6,12,30,91,-0.02021822849807442,0,0.023809523809523808,0.009041591320072345,-0.016644265804987894
202003040MIL,Milwaukee Bucks,43,94,13,46,20,22,11,16,45,107.8,-0.013364055299539157,0.009276437847866414,0.1211985688729875,0.11998245229216933,-0.0010756588557704304
202003040MIN,Minnesota Timberwolves,40,81,19,43,16,25,10,17,33,98,-0.008064516129032306,0.07142857142857142,0.029616724738675965,0.12306277909114788,-1.4043140126364807e-4
202003040NYK,New York Knicks,41,85,7,20,15,18,11,13,31,94.2,0.03064713064713065,0.02123142250530785,0.09974259974259975,-0.07044299201161944,0.029964142114135874
202003040POR,Portland Trail Blazers,42,81,13,31,28,32,7,15,40,101.8,0.10332556935817805,0.04911591355599214,-0.1211556383970177,0.21946542011266928,0.09620500644257604
202003050CHO,Charlotte Hornets,38,77,13,33,23,28,9,13,25,92.2,-0.0358215179316097,0.01084598698481562,-0.07739938080495357,0.08183382882178061,-0.03272752215597704
202003050GSW,Golden State Warriors,40,98,14,52,19,25,14,15,38,109,-0.058666666666666645,0.03669724770642202,0.20682926829268294,-0.13945578231292516,-0.047669795400818615
202003050HOU,Houston Rockets,35,97,7,42,28,36,15,10,36,106.4,-0.0899570666047807,-0.03759398496240601,0.03809523809523807,-0.05657830142366227,-0.08169566994611127
202003050SAC,Sacramento Kings,42,79,11,29,13,18,4,17,33,99.2,0.022521581732108054,0.05040322580645161,-0.18358662613981763,0.018723628691983102,0.012343069657650209
202003060BOS,Boston Celtics,35,94,10,36,14,18,13,12,32,100.2,-0.048307692307692274,-0.059880239520958084,0.08888888888888885,0.02393617021276595,-0.03867383421917754
202003060BRK,Brooklyn Nets,51,96,15,36,22,31,9,7,43,106.4,0.062229437229437246,0.009398496240601503,0.15555555555555556,-0.03170289855072464,0.06261014030464833
202003060CHI,Chicago Bulls,40,97,9,38,13,15,17,17,28,103,-0.1033600610920199,-0.03883495145631066,0.05759682224428997,-0.18597938144329898,-0.09797173864289847
202003060DAL,Dallas Mavericks,45,95,18,47,13,17,13,10,35,98.8,-0.0012972572275760097,-0.0910931174089069,0.05035650623885915,0.029699248120300767,0.0016273325578475106
202003060LAL,Los Angeles Lakers,38,91,6,32,31,38,10,16,42,112.2,0.007575757575757569,-0.0267379679144385,0.09361702127659575,0.1496481047042845,0.017217577391038595
202003060MIN,Minnesota Timberwolves,46,98,10,37,16,20,10,8,26,104,-0.14126984126984132,-0.019230769230769232,0.01658163265306123,-0.11054421768707487,-0.1309278519099948
202003060NOP,New Orleans Pelicans,38,91,14,38,20,28,15,17,38,104.2,9.771350400628043e-5,0.01919385796545106,0.09166666666666665,-0.02440582673140812,0.003886980997337171
202003060NYK,New York Knicks,41,91,4,24,17,22,13,12,35,98.8,-0.043409791167408396,0.08097165991902835,0.09485094850948511,-0.021520146520146527,-0.034377353886808876
202003060PHO,Phoenix Suns,45,91,19,42,18,19,15,12,32,95.6,-0.006191950464396301,-0.041841004184100444,0.1138211382113821,-0.009094353921940135,-6.638827061061755e-4
202003060WAS,Washington Wizards,36,76,15,31,31,35,9,16,29,97,-0.03413591002692856,-0.010309278350515455,0.05934065934065935,0.31487148102815177,-0.015263519599581821
202003070CHO,Charlotte Hornets,37,70,15,32,19,25,6,17,24,91,0.08503484038243397,-0.03296703296703296,-0.17992277992277994,0.08721804511278194,0.07069426882289254
202003070CLE,Cleveland Cavaliers,42,76,12,28,8,12,8,21,31,93.8,0.03846153846153849,0.04264392324093816,0.024999999999999994,0.06996904024767801,0.03909058545770115
202003070DET,Detroit Pistons,40,86,9,30,16,22,10,11,28,95.8,-0.025470219435736685,0.020876826722338204,6.591957811469817e-4,-0.08668076109936573,-0.026148699879856917
202003070GSW,Golden State Warriors,44,80,9,25,21,28,7,7,28,91.2,0.059362389023406015,-0.043859649122807015,-0.09286209286209285,0.03630952380952382,0.049796829939113656
202003070MEM,Memphis Grizzlies,43,87,12,33,20,33,15,16,43,101.2,0.14097222222222222,0.01976284584980237,0.0735349010824935,-0.022746521476104065,0.12983951265357857
202003070POR,Portland Trail Blazers,42,89,10,39,17,26,10,11,31,100.4,-0.04813508064516131,-0.02988047808764939,-0.04451345755693584,-0.044282881692002646,-0.04761736550704857
202003080BOS,Boston Celtics,38,92,13,37,15,19,11,13,35,101.6,-0.039654144305307115,-0.029527559055118113,0.13656633221850614,-0.1534122179416621,-0.03529217757206876
202003080BRK,Brooklyn Nets,32,64,11,30,35,41,5,28,45,103.4,0.0417933130699088,0.20309477756286265,0.06129032258064515,0.36209239130434784,0.05719314131975273
202003080CLE,Cleveland Cavaliers,43,94,13,34,33,45,14,18,46,116,-3.7802419354837635e-4,0.07758620689655173,0.15384615384615383,0.014329135909683044,0.00870111342346699
202003080DAL,Dallas Mavericks,39,91,14,43,17,25,9,10,33,102,-0.10716686836089823,0,0.02615384615384614,0.05044955044955046,-0.09312450719913408
202003080HOU,Houston Rockets,39,88,9,32,19,25,11,18,27,105,-0.05833333333333335,0.0380952380952381,-0.09095744680851064,-0.05881618381618384,-0.05901956731212052
202003080LAC,Los Angeles Clippers,34,86,7,31,28,37,15,15,34,100.8,-0.040142917192097505,0.029761904761904753,0.08481532147742818,0.049719326383319995,-0.0296014672960645
202003080MIN,Minnesota Timberwolves,37,94,8,33,25,31,9,17,33,114.4,-0.0731653543307087,-0.06993006993006992,-0.06274681878016675,0.0326241134751773,-0.06838049599693977
202003080NYK,New York Knicks,36,82,6,19,18,25,13,9,38,88,0.09376573250545395,-0.02272727272727272,0.18604651162790697,0.03201219512195122,0.09474469991390923
202003080PHO,Phoenix Suns,47,85,19,43,27,31,8,14,39,103.4,-0.0078125,0.03868471953578337,0.06404230317273796,0.14922600619195045,0.00252675260167275
202003080SAC,Sacramento Kings,42,90,8,31,21,23,10,11,40,100.2,0.007088366179275274,0.01996007984031936,0.17965367965367965,-0.022764227642276424,0.014651245236743868
202003080WAS,Washington Wizards,26,78,19,47,18,21,4,13,25,95.4,-0.12557446808510642,-0.07337526205450734,-0.07777777777777777,-0.11771561771561773,-0.12234828749465446
202003090ATL,Atlanta Hawks,53,96,21,43,16,27,12,15,41,109.8,0.07196611132146913,0.10928961748633881,0.14442700156985874,-0.03525641025641027,0.07167349003242213
202003090DEN,Denver Nuggets,41,94,16,41,11,12,6,12,42,104.8,0.06653439153439156,-0.047709923664122134,-0.06801228609039053,-0.01631205673758865,0.05535075657028811
202003090UTA,Utah Jazz,33,83,16,43,10,14,6,11,28,93.6,-0.031746031746031744,-0.07478632478632478,-0.19999999999999998,-0.07228915662650603,-0.042210858084352064
202003100CHI,Chicago Bulls,42,84,12,34,12,15,14,21,32,97,-0.006681877444589257,0.030927835051546393,0.13048780487804876,-0.06964285714285715,-0.001965735391426716
202003100GSW,Golden State Warriors,37,79,11,38,22,27,4,9,31,94.8,-0.04851684263448969,-0.010548523206751051,-0.1619047619047619,0.07195927352779305,-0.048987510757234606
202003100HOU,Houston Rockets,41,80,15,38,20,26,5,16,28,101.4,0.012711864406779683,-0.01972386587771202,-0.09064327485380116,0.04518072289156627,0.008518504480297187
202003100IND,Indiana Pacers,46,93,9,24,10,11,10,12,33,99.4,0.06623931623931628,0.04024144869215292,-0.02777777777777779,-0.09677419354838711,0.05475794247148181
202003100LAL,Los Angeles Lakers,40,87,15,40,7,12,8,14,38,97.8,0.03940036341611147,0.04089979550102249,-0.07410881801125702,-0.10842911877394636,0.027826719377989848
202003100MEM,Memphis Grizzlies,38,76,11,29,28,38,7,20,32,104.2,0.01428571428571429,0.04798464491362764,-0.07828282828282826,0.15102974828375285,0.015464037823487839
202003100POR,Portland Trail Blazers,45,89,17,35,14,17,9,11,37,97.8,0.09111547844944429,-0.03067484662576686,0.013650151668351873,-0.11855869817900039,0.07763734179449977
202003100SAS,San Antonio Spurs,46,89,15,32,12,15,6,11,34,100,0.07082523091881382,-0.030000000000000013,-0.024390243902439046,0.04787493893502687,0.06413819318921156
202003100WAS,Washington Wizards,35,74,14,35,38,45,9,16,28,99,-0.06565929123943154,-0.020202020202020193,0.021021021021021047,0.22956289622956288,-0.04906181541727502
202003110ATL,Atlanta Hawks,48,106,14,41,21,26,15,17,38,118.4,-0.08076837292293965,0.04222972972972974,0.1314935064935065,-0.06784423926134081,-0.0684083325791267
202003110DAL,Dallas Mavericks,42,92,12,35,17,23,13,10,39,98.2,9.035755776429788e-4,-0.05091649694501017,0.18857142857142858,0.12454164484023048,0.014714290272609228
202003110MIA,Miami Heat,39,84,15,44,5,6,9,14,27,91.4,-0.028960129310344807,0,-0.1525974025974026,-0.1599883855981417,-0.04009352193310613
202003110PHI,Philadelphia 76ers,42,83,14,33,26,32,13,13,37,95.8,0.04846421327151551,0.05219206680584551,0.19379844961240308,0.1108720596672404,0.05826451747973219
201910220LAC,Los Angeles Lakers,37,85,13,33,15,21,9,14,32,98.4,-0.05546307506053266,0,-0.046511627906976744,-0.0334059549745824,-0.053578587148811536
201910220TOR,New Orleans Pelicans,43,102,19,45,17,20,16,19,37,113,0.014485514485514495,0.026548672566371695,-0.02118503806686528,-0.14401294498381875,0.006482680059930749
201910230BRK,Minnesota Timberwolves,46,108,13,43,22,28,12,13,40,120.2,-0.06342899190581308,-0.02495840266222961,0.03999999999999998,0.055188852218555184,-0.05312812265311186
201910230CHO,Chicago Bulls,49,105,9,30,18,22,20,10,29,103.8,-0.031734006734006726,-0.08670520231213873,0.14777327935222676,0.023701298701298695,-0.021090942168064154
201910230DAL,Washington Wizards,37,93,11,41,15,18,11,17,36,106.2,-0.04444296375266521,-0.018832391713747648,0.08958724202626642,-0.19397283531409168,-0.043466542605786515
201910230IND,Detroit Pistons,41,78,11,24,26,33,10,18,35,99.2,0.046791443850267345,0.03024193548387097,0.05555555555555558,0.10861423220973782,0.049537065886246616
201910230MIA,Memphis Grizzlies,38,89,5,32,20,30,9,24,31,116,-0.08761935328572573,0.025862068965517238,-0.0782312925170068,-0.16351619299405157,-0.0890510096131104
201910230ORL,Cleveland Cavaliers,33,88,9,34,10,15,10,16,44,100,-0.050381571509327316,0.03,0.0668267306922769,-0.014270613107822419,-0.04227290234809363
201910230PHI,Boston Celtics,33,90,7,26,20,34,10,10,31,103.6,-0.04060798548094374,-0.04826254826254828,-0.1124031007751938,-0.08366013071895428,-0.04599637268299271
201910230PHO,Sacramento Kings,34,87,10,29,17,26,12,26,35,111.4,-0.07982363779942092,0.10771992818671453,0.050773694390715635,0.0423410743607788,-0.06653174704364476
201910230POR,Denver Nuggets,34,81,18,32,22,27,11,19,34,99.8,0.03705271258176218,-0.01002004008016033,-0.03746530989824237,0.030225627926777326,0.032583000544943334
201910230SAS,New York Knicks,44,94,10,30,13,18,5,14,34,110.2,-0.04233870967741937,-0.06352087114337568,-0.11857707509881422,-0.21109971802102026,-0.053112889896892716
201910230UTA,Oklahoma City Thunder,32,83,10,27,21,31,7,13,41,101.4,-0.04082934609250399,0.01972386587771202,-0.05598290598290598,0.09745649263721551,-0.03545005841813316
201910240DET,Atlanta Hawks,44,86,11,31,18,21,8,13,34,99.4,0.0952080706179067,0,0.0012239902080783127,-0.02599179206566346,0.08470879138389341
201910240GSW,Los Angeles Clippers,50,80,18,32,23,30,3,17,36,106,0.19699848024316113,0.037735849056603765,-0.19411764705882353,-0.00542929292929295,0.16775293663929816
201910240HOU,Milwaukee Bucks,46,99,16,46,9,18,6,11,47,111.2,0.07531234382808599,-0.02697841726618705,-0.06223104932141674,-0.23131313131313133,0.05514724755401943
201910250BOS,Toronto Raptors,37,78,18,36,14,17,5,23,41,102.8,0.07357679914070892,0.13618677042801558,-0.21370967741935482,0.04187250058809691,0.05857040308347431
201910250BRK,New York Knicks,38,81,17,25,16,28,9,26,30,109.2,0.04737489745693191,0,-0.06374722838137473,-0.09734093067426403,0.03555640906519942
201910250CHO,Minnesota Timberwolves,43,91,12,38,23,31,13,15,39,105.4,-6.860122110173283e-4,-0.0379506641366224,0.09510869565217389,0.09798534798534797,0.007677931070740795
201910250DEN,Phoenix Suns,34,86,8,28,31,32,10,17,44,105.8,0.0014005602240896309,0.028355387523629483,0.05891980360065466,0.045247724974721903,0.0062999572559385725
201910250LAL,Utah Jazz,29,70,8,25,20,21,3,22,37,97.4,0.0080827067669173025,0.08213552361396304,-0.1409313725490196,0.06478405315614616,0.003640584825160068
201910250MEM,Chicago Bulls,40,93,12,42,18,24,9,13,36,106.6,-0.016982836495031628,-0.04690431519699813,-0.11411764705882355,0.04461221688400824,-0.019674989675079295
201910250NOP,Dallas Mavericks,45,93,14,40,19,26,12,11,37,102.4,0.013279601882403846,-0.029296875,0.005102040816326536,0.09205617730963354,0.01559602207736513
201910250OKC,Washington Wizards,39,97,11,41,8,10,8,15,39,108,-0.012441892261416454,-0.027777777777777762,0.007826086956521733,-0.086200471991057,-0.01453219534486878
201910250SAC,Portland Trail Blazers,46,85,11,30,19,22,5,16,35,104.8,0.08895511921458626,-0.009541984732824416,-0.12797619047619047,-0.04083840432724814,0.07193184174889994
201910260ATL,Orlando Magic,35,99,5,31,24,26,17,10,29,102.4,-0.12820512820512825,-0.078125,0.046491228070175444,0.1471861471861472,-0.10795385809366077
201910260CHI,Toronto Raptors,38,82,15,42,17,18,10,22,49,101.2,0.11314760508308896,0.06916996047430829,0.035836828059473885,0.03205934121196882,0.1055987592309756
201910260CLE,Indiana Pacers,39,87,10,28,11,13,6,17,30,103.2,-0.027301214257735962,-0.009689922480620172,-0.12781954887218044,-0.11106321839080457,-0.035501498236009774
201910260DET,Philadelphia 76ers,42,87,13,34,20,30,6,22,32,115,-0.07285776424532403,-0.008695652173913049,0.031531531531531515,-0.04643073200241987,-0.06593959704605099
201910260HOU,New Orleans Pelicans,46,100,18,50,13,16,9,17,33,114.4,0.01055155875299757,-0.017482517482517473,-0.014285714285714263,-0.1572340425531915,0.0023179302864592645
201910260MIL,Miami Heat,46,101,16,44,23,36,8,16,46,123.4,0.037954333643988813,-0.016207455429497558,0.061960784313725495,-0.059511270275963785,0.03471441412994268
201910260NYK,Boston Celtics,42,93,15,41,19,29,13,12,33,103.6,0.05288922360673698,-0.10617760617760617,-0.07653061224489793,-0.1127720954628901,0.038201110753526724
201910260PHO,Los Angeles Clippers,40,87,11,32,31,39,10,12,31,104.6,-0.016871865025079813,-0.03824091778202676,-0.024999999999999994,0.04236835070836675,-0.01512235367205743
201910260SAS,Washington Wizards,47,95,16,34,12,17,8,12,33,105.8,0.021944824441404442,0.028355387523629483,-0.18888888888888888,-0.003313840155945408,0.010456897821818033
201910260UTA,Sacramento Kings,30,81,7,26,14,17,6,17,25,98.8,-0.14778545306785862,-0.040485829959514164,0.053585500394011026,0.08309591642924975,-0.12740865438379737
201910270DAL,Portland Trail Blazers,45,87,9,22,22,26,7,16,41,106.4,0.15204510703363916,0.046992481203007516,-0.05568338702254946,-0.08755196869650278,0.13102427304331776
201910270LAL,Charlotte Hornets,35,91,10,35,21,23,13,14,32,101.2,-0.12205581157194062,0.009881422924901184,0.021904761904761927,0.11248966087675766,-0.10415659165518915
201910270MEM,Brooklyn Nets,44,101,15,45,30,37,11,17,42,121.8,-0.06637792103142626,0.04105090311986863,0.05153846153846153,0.10285494568874362,-0.05263849899261213
201910270MIN,Miami Heat,42,85,15,36,10,15,7,21,34,105,0.07453208556149737,0.047619047619047616,-0.1121794871794872,-0.15707821590174534,0.05566296448649394
201910270OKC,Golden State Warriors,30,92,5,33,27,31,12,14,27,106.4,-0.2081818181818182,-0.08458646616541354,-0.006349206349206354,0.07552954292084729,-0.18550577962591694
201910280ATL,Philadelphia 76ers,37,88,11,41,20,25,12,21,37,107,-0.03540750052377961,0,0.06712018140589568,-0.03463203463203465,-0.029896022786388254
201910280DET,Indiana Pacers,39,94,6,21,10,13,13,7,32,93.2,-0.049068322981366486,-0.13948497854077255,0.03048780487804878,-0.004728132387706849,-0.0442210755202434
201910280HOU,Oklahoma City Thunder,41,94,13,35,17,24,16,13,36,100.6,0.039858845308341995,-0.009940357852882692,0.1404255319148936,-0.13026004728132387,0.037584431903470696
201910280LAC,Charlotte Hornets,36,83,14,39,10,14,9,21,29,100.6,-0.044092707744488424,0,-0.032296650717703324,-0.10843373493975902,-0.04563561890351511
201910280MIL,Cleveland Cavaliers,45,100,12,39,10,12,10,11,38,105.8,-0.06770890979524075,-0.009451795841209823,0.018394648829431454,-0.07391304347826086,-0.06306932607178763
201910280NOP,Golden State Warriors,51,104,14,35,18,24,19,18,42,112.6,0.04726618705035973,0.026642984014209586,0.18020793222949555,0.05657206870799103,0.054079277545260276
201910280NYK,Chicago Bulls,36,85,9,35,17,21,8,9,30,94.4,-0.016666666666666663,-0.0847457627118644,-0.28063241106719367,-0.019780219780219765,-0.030670286971687114
201910280PHO,Utah Jazz,27,71,10,31,32,39,6,23,43,103.6,-0.032765737874097034,0.06756756756756757,0.0743174924165824,0.2507042253521127,-0.015069444776098027
201910280SAC,Denver Nuggets,36,98,10,36,19,21,19,10,35,97.4,-0.02215485074626866,-0.02053388090349076,0.06538461538461537,0.08398744113029827,-0.013515976066234002
201910280SAS,Portland Trail Blazers,39,100,10,33,22,27,9,10,40,111.8,-0.0850607827981168,-0.07155635062611806,0.024140752864157122,-0.06235294117647058,-0.07855734802841727
201910280TOR,Orlando Magic,34,89,12,39,15,18,8,16,39,104.2,0.006048387096774188,0,0.014814814814814808,-0.16087243886318572,-2.506084266899189e-4
201910290DEN,Dallas Mavericks,41,84,13,37,14,24,10,8,32,91.6,-0.0017469596183564695,-0.021834061135371174,-0.08695652173913046,0.06776556776556776,-0.0034278076442083474
201910290LAL,Memphis Grizzlies,31,95,7,34,22,23,13,21,33,112.2,-0.1209509966777409,0.0267379679144385,-0.004487964096287239,-0.1521419828641371,-0.11489859485020226
