gameID,team,FG,FGA,3P,3PA,FT,FTA,ORB,TOV,DRB
202003040MIL,Milwaukee Bucks,43,94,13,46,20,22,11,16,45
202003040MIN,Minnesota Timberwolves,40,81,19,43,16,25,10,17,33
202003040NYK,New York Knicks,41,85,7,20,15,18,11,13,31
202003040POR,Portland Trail Blazers,42,81,13,31,28,32,7,15,40
202003050CHO,Charlotte Hornets,38,77,13,33,23,28,9,13,25
202003050GSW,Golden State Warriors,40,98,14,52,19,25,14,15,38
202003050HOU,Houston Rockets,35,97,7,42,28,36,15,10,36
202003050SAC,Sacramento Kings,42,79,11,29,13,18,4,17,33
202003060BOS,Boston Celtics,35,94,10,36,14,18,13,12,32
202003060BRK,Brooklyn Nets,51,96,15,36,22,31,9,7,43
202003060CHI,Chicago Bulls,40,97,9,38,13,15,17,17,28
202003060DAL,Dallas Mavericks,45,95,18,47,13,17,13,10,35
202003060LAL,Los Angeles Lakers,38,91,6,32,31,38,10,16,42
202003060MIN,Minnesota Timberwolves,46,98,10,37,16,20,10,8,26
202003060NOP,New Orleans Pelicans,38,91,14,38,20,28,15,17,38
202003060NYK,New York Knicks,41,91,4,24,17,22,13,12,35
202003060PHO,Phoenix Suns,45,91,19,42,18,19,15,12,32
202003060WAS,Washington Wizards,36,76,15,31,31,35,9,16,29
202003070CHO,Charlotte Hornets,37,70,15,32,19,25,6,17,24
202003070CLE,Cleveland Cavaliers,42,76,12,28,8,12,8,21,31
202003070DET,Detroit Pistons,40,86,9,30,16,22,10,11,28
202003070GSW,Golden State Warriors,44,80,9,25,21,28,7,7,28
202003070MEM,Memphis Grizzlies,43,87,12,33,20,33,15,16,43
202003070POR,Portland Trail Blazers,42,89,10,39,17,26,10,11,31
202003080BOS,Boston Celtics,38,92,13,37,15,19,11,13,35
202003080BRK,Brooklyn Nets,32,64,11,30,35,41,5,28,45
202003080CLE,Cleveland Cavaliers,43,94,13,34,33,45,14,18,46
202003080DAL,Dallas Mavericks,39,91,14,43,17,25,9,10,33
202003080HOU,Houston Rockets,39,88,9,32,19,25,11,18,27
202003080LAC,Los Angeles Clippers,34,86,7,31,28,37,15,15,34
202003080MIN,Minnesota Timberwolves,37,94,8,33,25,31,9,17,33
202003080NYK,New York Knicks,36,82,6,19,18,25,13,9,38
202003080PHO,Phoenix Suns,47,85,19,43,27,31,8,14,39
202003080SAC,Sacramento Kings,42,90,8,31,21,23,10,11,40
202003080WAS,Washington Wizards,26,78,19,47,18,21,4,13,25
202003090ATL,Atlanta Hawks,53,96,21,43,16,27,12,15,41
202003090DEN,Denver Nuggets,41,94,16,41,11,12,6,12,42
202003090UTA,Utah Jazz,33,83,16,43,10,14,6,11,28
202003100CHI,Chicago Bulls,42,84,12,34,12,15,14,21,32
202003100GSW,Golden State Warriors,37,79,11,38,22,27,4,9,31
202003100HOU,Houston Rockets,41,80,15,38,20,26,5,16,28
202003100IND,Indiana Pacers,46,93,9,24,10,11,10,12,33
202003100LAL,Los Angeles Lakers,40,87,15,40,7,12,8,14,38
202003100MEM,Memphis Grizzlies,38,76,11,29,28,38,7,20,32
202003100POR,Portland Trail Blazers,45,89,17,35,14,17,9,11,37
202003100SAS,San Antonio Spurs,46,89,15,32,12,15,6,11,34
202003100WAS,Washington Wizards,35,74,14,35,38,45,9,16,28
202003110ATL,Atlanta Hawks,48,106,14,41,21,26,15,17,38
202003110DAL,Dallas Mavericks,42,92,12,35,17,23,13,10,39
202003110MIA,Miami Heat,39,84,15,44,5,6,9,14,27
202003110PHI,Philadelphia 76ers,42,83,14,33,26,32,13,13,37
